metarCloudInformationKey;initialValidDateKey;initialValidTimeKey;aerodromeCode;isSpeci;cloudQuantity;cloudHeight;cloudType;referenceLoadFile
1819726;20150111;9030000;LEMD;0;FEW;2000;;LEMD-20150111-20150112.pdf
1819727;20150111;9033000;LEMD;0;FEW;2000;;LEMD-20150111-20150112.pdf
1819728;20150111;9110000;LEMD;0;FEW;2000;;LEMD-20150111-20150112.pdf
1822389;20150114;9040000;LEMD;0;FEW;5000;;LEMD-20150114-20150115.pdf
1822390;20150114;9043000;LEMD;0;FEW;5000;;LEMD-20150114-20150115.pdf
1822391;20150114;9050000;LEMD;0;FEW;5000;;LEMD-20150114-20150115.pdf
1822392;20150114;9080000;LEMD;0;FEW;800;;LEMD-20150114-20150115.pdf
1822393;20150114;9083000;LEMD;0;FEW;400;;LEMD-20150114-20150115.pdf
1822394;20150114;9083000;LEMD;0;SCT;4500;;LEMD-20150114-20150115.pdf
1822395;20150114;9090000;LEMD;0;FEW;600;;LEMD-20150114-20150115.pdf
1822396;20150114;9090000;LEMD;0;SCT;4500;;LEMD-20150114-20150115.pdf
1822397;20150114;9093000;LEMD;0;SCT;800;;LEMD-20150114-20150115.pdf
1822398;20150114;9093000;LEMD;0;SCT;4500;;LEMD-20150114-20150115.pdf
1822399;20150114;9100000;LEMD;0;SCT;800;;LEMD-20150114-20150115.pdf
1822400;20150114;9100000;LEMD;0;SCT;1100;;LEMD-20150114-20150115.pdf
1822401;20150114;9103000;LEMD;0;SCT;800;;LEMD-20150114-20150115.pdf
1822402;20150114;9103000;LEMD;0;SCT;1100;;LEMD-20150114-20150115.pdf
1822403;20150114;9110000;LEMD;0;SCT;500;;LEMD-20150114-20150115.pdf
1822404;20150114;9110000;LEMD;0;SCT;900;;LEMD-20150114-20150115.pdf
1822405;20150114;9113000;LEMD;0;SCT;500;;LEMD-20150114-20150115.pdf
1822406;20150114;9113000;LEMD;0;SCT;800;;LEMD-20150114-20150115.pdf
1822407;20150114;9120000;LEMD;0;SCT;400;;LEMD-20150114-20150115.pdf
1822408;20150114;9120000;LEMD;0;SCT;800;;LEMD-20150114-20150115.pdf
1822421;20150114;9123000;LEMD;0;SCT;600;;LEMD-20150114-20150115.pdf
1822422;20150114;9123000;LEMD;0;SCT;900;;LEMD-20150114-20150115.pdf
1822423;20150114;9130000;LEMD;0;SCT;600;;LEMD-20150114-20150115.pdf
1822424;20150114;9130000;LEMD;0;SCT;900;;LEMD-20150114-20150115.pdf
1822425;20150114;9133000;LEMD;0;SCT;600;;LEMD-20150114-20150115.pdf
1822426;20150114;9133000;LEMD;0;SCT;1000;;LEMD-20150114-20150115.pdf
1822427;20150114;9140000;LEMD;0;SCT;700;;LEMD-20150114-20150115.pdf
1822428;20150114;9140000;LEMD;0;SCT;1000;;LEMD-20150114-20150115.pdf
1822429;20150114;9143000;LEMD;0;SCT;800;;LEMD-20150114-20150115.pdf
1822430;20150114;9143000;LEMD;0;BKN;1100;;LEMD-20150114-20150115.pdf
1822431;20150114;9150000;LEMD;0;SCT;900;;LEMD-20150114-20150115.pdf
1822432;20150114;9150000;LEMD;0;BKN;1200;;LEMD-20150114-20150115.pdf
1822433;20150114;9153000;LEMD;0;SCT;1000;;LEMD-20150114-20150115.pdf
1822434;20150114;9153000;LEMD;0;BKN;1400;;LEMD-20150114-20150115.pdf
1822435;20150114;9155500;LEMD;1;SCT;1200;;LEMD-20150114-20150115.pdf
1822436;20150114;9155500;LEMD;1;BKN;1700;;LEMD-20150114-20150115.pdf
1822437;20150114;9160000;LEMD;0;SCT;1200;;LEMD-20150114-20150115.pdf
1822438;20150114;9160000;LEMD;0;BKN;1700;;LEMD-20150114-20150115.pdf
1822439;20150114;9163000;LEMD;0;SCT;1600;;LEMD-20150114-20150115.pdf
1822440;20150114;9163000;LEMD;0;BKN;2000;;LEMD-20150114-20150115.pdf
1822441;20150114;9170000;LEMD;0;SCT;1500;;LEMD-20150114-20150115.pdf
1822442;20150114;9170000;LEMD;0;BKN;2200;;LEMD-20150114-20150115.pdf
1822443;20150114;9173000;LEMD;0;SCT;1300;;LEMD-20150114-20150115.pdf
1822444;20150114;9173000;LEMD;0;BKN;1800;;LEMD-20150114-20150115.pdf
1822445;20150114;9180000;LEMD;0;SCT;1300;;LEMD-20150114-20150115.pdf
1822446;20150114;9180000;LEMD;0;BKN;1800;;LEMD-20150114-20150115.pdf
1822447;20150114;9183000;LEMD;0;SCT;1500;;LEMD-20150114-20150115.pdf
1822448;20150114;9183000;LEMD;0;BKN;1800;;LEMD-20150114-20150115.pdf
1822409;20150114;9190000;LEMD;0;SCT;1500;;LEMD-20150114-20150115.pdf
1822410;20150114;9190000;LEMD;0;BKN;1800;;LEMD-20150114-20150115.pdf
1822411;20150114;9193000;LEMD;0;SCT;1800;;LEMD-20150114-20150115.pdf
1822412;20150114;9193000;LEMD;0;BKN;2000;;LEMD-20150114-20150115.pdf
1822413;20150114;9200000;LEMD;0;BKN;1800;;LEMD-20150114-20150115.pdf
1822414;20150114;9203000;LEMD;0;BKN;1800;;LEMD-20150114-20150115.pdf
1822415;20150114;9210000;LEMD;0;OVC;1400;;LEMD-20150114-20150115.pdf
1822416;20150114;9213000;LEMD;0;OVC;1500;;LEMD-20150114-20150115.pdf
1822417;20150114;9220000;LEMD;0;OVC;1500;;LEMD-20150114-20150115.pdf
1822418;20150114;9223000;LEMD;0;OVC;1600;;LEMD-20150114-20150115.pdf
1822419;20150114;9230000;LEMD;0;OVC;1600;;LEMD-20150114-20150115.pdf
1822420;20150114;9233000;LEMD;0;OVC;1600;;LEMD-20150114-20150115.pdf
1823910;20150115;9000000;LEMD;0;OVC;1800;;LEMD-20150115-20150116.pdf
1823911;20150115;9003000;LEMD;0;OVC;2000;;LEMD-20150115-20150116.pdf
1823912;20150115;9010000;LEMD;0;OVC;2000;;LEMD-20150115-20150116.pdf
1823913;20150115;9013000;LEMD;0;OVC;2000;;LEMD-20150115-20150116.pdf
1823914;20150115;9020000;LEMD;0;OVC;2200;;LEMD-20150115-20150116.pdf
1823915;20150115;9023000;LEMD;0;FEW;1000;;LEMD-20150115-20150116.pdf
1823916;20150115;9023000;LEMD;0;OVC;2400;;LEMD-20150115-20150116.pdf
1823917;20150115;9030000;LEMD;0;SCT;1000;;LEMD-20150115-20150116.pdf
1823918;20150115;9030000;LEMD;0;OVC;2000;;LEMD-20150115-20150116.pdf
1823919;20150115;9033000;LEMD;0;SCT;900;;LEMD-20150115-20150116.pdf
1823920;20150115;9033000;LEMD;0;OVC;2000;;LEMD-20150115-20150116.pdf
1823921;20150115;9040000;LEMD;0;SCT;800;;LEMD-20150115-20150116.pdf
1823922;20150115;9040000;LEMD;0;OVC;2200;;LEMD-20150115-20150116.pdf
1823923;20150115;9041900;LEMD;1;BKN;800;;LEMD-20150115-20150116.pdf
1823924;20150115;9041900;LEMD;1;OVC;2200;;LEMD-20150115-20150116.pdf
1823925;20150115;9043000;LEMD;0;BKN;700;;LEMD-20150115-20150116.pdf
1823926;20150115;9043000;LEMD;0;OVC;2000;;LEMD-20150115-20150116.pdf
1823927;20150115;9050000;LEMD;0;BKN;700;;LEMD-20150115-20150116.pdf
1823928;20150115;9050000;LEMD;0;OVC;2000;;LEMD-20150115-20150116.pdf
1823929;20150115;9053000;LEMD;0;FEW;600;;LEMD-20150115-20150116.pdf
1823930;20150115;9053000;LEMD;0;BKN;1000;;LEMD-20150115-20150116.pdf
1823931;20150115;9053000;LEMD;0;OVC;2500;;LEMD-20150115-20150116.pdf
1823932;20150115;9060000;LEMD;0;FEW;600;;LEMD-20150115-20150116.pdf
1823933;20150115;9060000;LEMD;0;BKN;1000;;LEMD-20150115-20150116.pdf
1823934;20150115;9063000;LEMD;0;SCT;700;;LEMD-20150115-20150116.pdf
1823935;20150115;9063000;LEMD;0;BKN;2300;;LEMD-20150115-20150116.pdf
1823936;20150115;9070000;LEMD;0;SCT;700;;LEMD-20150115-20150116.pdf
1823937;20150115;9070000;LEMD;0;BKN;2300;;LEMD-20150115-20150116.pdf
1823938;20150115;9073000;LEMD;0;BKN;600;;LEMD-20150115-20150116.pdf
1823939;20150115;9080000;LEMD;0;OVC;600;;LEMD-20150115-20150116.pdf
1823940;20150115;9083000;LEMD;0;OVC;600;;LEMD-20150115-20150116.pdf
1823941;20150115;9090000;LEMD;0;OVC;500;;LEMD-20150115-20150116.pdf
1823942;20150115;9093000;LEMD;0;BKN;500;;LEMD-20150115-20150116.pdf
1823943;20150115;9100000;LEMD;0;SCT;500;;LEMD-20150115-20150116.pdf
1823944;20150115;9100000;LEMD;0;BKN;1700;;LEMD-20150115-20150116.pdf
1823945;20150115;9103000;LEMD;0;SCT;500;;LEMD-20150115-20150116.pdf
1823946;20150115;9103000;LEMD;0;BKN;1400;;LEMD-20150115-20150116.pdf
1823947;20150115;9110000;LEMD;0;SCT;600;;LEMD-20150115-20150116.pdf
1823948;20150115;9110000;LEMD;0;BKN;1400;;LEMD-20150115-20150116.pdf
1823949;20150115;9113000;LEMD;0;SCT;600;;LEMD-20150115-20150116.pdf
1823950;20150115;9113000;LEMD;0;BKN;1400;;LEMD-20150115-20150116.pdf
1823951;20150115;9120000;LEMD;0;FEW;600;;LEMD-20150115-20150116.pdf
1823952;20150115;9120000;LEMD;0;SCT;1200;;LEMD-20150115-20150116.pdf
1823953;20150115;9123000;LEMD;0;SCT;1200;;LEMD-20150115-20150116.pdf
1823954;20150115;9123000;LEMD;0;SCT;3000;;LEMD-20150115-20150116.pdf
1823955;20150115;9130000;LEMD;0;FEW;1500;;LEMD-20150115-20150116.pdf
1823956;20150115;9130000;LEMD;0;SCT;3000;;LEMD-20150115-20150116.pdf
1823957;20150115;9133000;LEMD;0;SCT;2000;;LEMD-20150115-20150116.pdf
1823958;20150115;9133000;LEMD;0;SCT;4000;;LEMD-20150115-20150116.pdf
1823959;20150115;9140000;LEMD;0;SCT;3000;;LEMD-20150115-20150116.pdf
1823960;20150115;9143000;LEMD;0;SCT;3000;;LEMD-20150115-20150116.pdf
1823961;20150115;9150000;LEMD;0;FEW;3000;;LEMD-20150115-20150116.pdf
1823962;20150115;9150000;LEMD;0;BKN;4000;;LEMD-20150115-20150116.pdf
1823963;20150115;9153000;LEMD;0;FEW;2000;;LEMD-20150115-20150116.pdf
1823964;20150115;9153000;LEMD;0;SCT;3000;;LEMD-20150115-20150116.pdf
1823965;20150115;9160000;LEMD;0;SCT;4000;;LEMD-20150115-20150116.pdf
1823966;20150115;9160000;LEMD;0;SCT;6000;;LEMD-20150115-20150116.pdf
1823967;20150115;9163000;LEMD;0;SCT;3000;;LEMD-20150115-20150116.pdf
1823968;20150115;9163000;LEMD;0;SCT;6000;;LEMD-20150115-20150116.pdf
1823969;20150115;9170000;LEMD;0;FEW;2400;;LEMD-20150115-20150116.pdf
1823970;20150115;9170000;LEMD;0;BKN;3000;;LEMD-20150115-20150116.pdf
1823971;20150115;9173000;LEMD;0;BKN;2500;;LEMD-20150115-20150116.pdf
1823972;20150115;9180000;LEMD;0;SCT;2000;;LEMD-20150115-20150116.pdf
1823973;20150115;9180000;LEMD;0;BKN;3500;;LEMD-20150115-20150116.pdf
1823974;20150115;9183000;LEMD;0;SCT;2000;;LEMD-20150115-20150116.pdf
1823975;20150115;9183000;LEMD;0;BKN;3000;;LEMD-20150115-20150116.pdf
1823976;20150115;9190000;LEMD;0;SCT;1800;;LEMD-20150115-20150116.pdf
1823977;20150115;9190000;LEMD;0;SCT;3500;;LEMD-20150115-20150116.pdf
1823978;20150115;9193000;LEMD;0;SCT;2500;;LEMD-20150115-20150116.pdf
1823979;20150115;9193000;LEMD;0;SCT;5000;;LEMD-20150115-20150116.pdf
1823980;20150115;9200000;LEMD;0;FEW;2000;;LEMD-20150115-20150116.pdf
1823981;20150115;9200000;LEMD;0;BKN;3500;;LEMD-20150115-20150116.pdf
1823982;20150115;9203000;LEMD;0;FEW;2000;;LEMD-20150115-20150116.pdf
1823983;20150115;9203000;LEMD;0;BKN;3500;;LEMD-20150115-20150116.pdf
1823984;20150115;9210000;LEMD;0;FEW;1500;;LEMD-20150115-20150116.pdf
1823985;20150115;9210000;LEMD;0;BKN;2500;;LEMD-20150115-20150116.pdf
1823986;20150115;9213000;LEMD;0;BKN;2500;;LEMD-20150115-20150116.pdf
1823987;20150115;9213000;LEMD;0;BKN;3500;;LEMD-20150115-20150116.pdf
1823988;20150115;9220000;LEMD;0;BKN;2000;;LEMD-20150115-20150116.pdf
1823989;20150115;9221900;LEMD;1;SCT;1600;;LEMD-20150115-20150116.pdf
1823990;20150115;9221900;LEMD;1;BKN;2000;;LEMD-20150115-20150116.pdf
1823991;20150115;9223000;LEMD;0;SCT;1600;;LEMD-20150115-20150116.pdf
1823992;20150115;9223000;LEMD;0;BKN;2500;;LEMD-20150115-20150116.pdf
1823993;20150115;9230000;LEMD;0;FEW;1000;;LEMD-20150115-20150116.pdf
1823994;20150115;9230000;LEMD;0;SCT;2000;;LEMD-20150115-20150116.pdf
1823995;20150115;9230000;LEMD;0;BKN;3000;;LEMD-20150115-20150116.pdf
1823996;20150115;9233000;LEMD;0;FEW;1000;;LEMD-20150115-20150116.pdf
1823997;20150115;9233000;LEMD;0;SCT;2000;;LEMD-20150115-20150116.pdf
1823998;20150115;9233000;LEMD;0;BKN;3000;;LEMD-20150115-20150116.pdf
1823999;20150115;9233000;LEMD;0;FEW;1000;;LEMD-20150115-20150116.pdf
1824000;20150115;9233000;LEMD;0;SCT;2000;;LEMD-20150115-20150116.pdf
1824001;20150115;9233000;LEMD;0;BKN;3000;;LEMD-20150115-20150116.pdf
1826154;20150116;9000000;LEMD;0;FEW;800;;LEMD-20150116-20150117.pdf
1826155;20150116;9000000;LEMD;0;SCT;1800;;LEMD-20150116-20150117.pdf
1826156;20150116;9000000;LEMD;0;BKN;2800;;LEMD-20150116-20150117.pdf
1826157;20150116;9003000;LEMD;0;FEW;1000;;LEMD-20150116-20150117.pdf
1826158;20150116;9003000;LEMD;0;SCT;1200;;LEMD-20150116-20150117.pdf
1826159;20150116;9003000;LEMD;0;BKN;2000;;LEMD-20150116-20150117.pdf
1826160;20150116;9010000;LEMD;0;FEW;1200;;LEMD-20150116-20150117.pdf
1826161;20150116;9010000;LEMD;0;SCT;2200;;LEMD-20150116-20150117.pdf
1826162;20150116;9010000;LEMD;0;BKN;3500;;LEMD-20150116-20150117.pdf
1826163;20150116;9013000;LEMD;0;SCT;1200;;LEMD-20150116-20150117.pdf
1826164;20150116;9013000;LEMD;0;BKN;2500;;LEMD-20150116-20150117.pdf
1826165;20150116;9020000;LEMD;0;FEW;400;;LEMD-20150116-20150117.pdf
1826166;20150116;9020000;LEMD;0;SCT;1200;;LEMD-20150116-20150117.pdf
1826167;20150116;9020000;LEMD;0;BKN;3000;;LEMD-20150116-20150117.pdf
1826168;20150116;9021800;LEMD;1;FEW;1800;;LEMD-20150116-20150117.pdf
1826169;20150116;9021800;LEMD;1;BKN;4500;;LEMD-20150116-20150117.pdf
1826170;20150116;9023000;LEMD;0;FEW;1800;;LEMD-20150116-20150117.pdf
1826171;20150116;9023000;LEMD;0;SCT;2500;;LEMD-20150116-20150117.pdf
1826172;20150116;9023000;LEMD;0;BKN;4500;;LEMD-20150116-20150117.pdf
1826152;20150116;9030000;LEMD;0;FEW;1200;;LEMD-20150116-20150117.pdf
1826153;20150116;9030000;LEMD;0;BKN;3000;;LEMD-20150116-20150117.pdf
1826108;20150116;9033000;LEMD;0;SCT;3000;;LEMD-20150116-20150117.pdf
1826109;20150116;9033000;LEMD;0;BKN;4500;;LEMD-20150116-20150117.pdf
1826110;20150116;9040000;LEMD;0;SCT;4000;;LEMD-20150116-20150117.pdf
1826111;20150116;9040000;LEMD;0;BKN;5500;;LEMD-20150116-20150117.pdf
1826112;20150116;9043000;LEMD;0;SCT;4000;;LEMD-20150116-20150117.pdf
1826113;20150116;9043000;LEMD;0;BKN;5500;;LEMD-20150116-20150117.pdf
1826114;20150116;9050000;LEMD;0;SCT;4000;;LEMD-20150116-20150117.pdf
1826115;20150116;9050000;LEMD;0;BKN;5500;;LEMD-20150116-20150117.pdf
1826116;20150116;9053000;LEMD;0;SCT;4000;;LEMD-20150116-20150117.pdf
1826117;20150116;9053000;LEMD;0;BKN;5500;;LEMD-20150116-20150117.pdf
1826118;20150116;9060000;LEMD;0;SCT;6000;;LEMD-20150116-20150117.pdf
1826119;20150116;9063000;LEMD;0;FEW;6000;;LEMD-20150116-20150117.pdf
1826120;20150116;9070000;LEMD;0;FEW;6000;;LEMD-20150116-20150117.pdf
1826121;20150116;9073000;LEMD;0;FEW;6000;;LEMD-20150116-20150117.pdf
1826122;20150116;9080000;LEMD;0;FEW;6000;;LEMD-20150116-20150117.pdf
1826123;20150116;9083000;LEMD;0;FEW;7000;;LEMD-20150116-20150117.pdf
1826124;20150116;9090000;LEMD;0;FEW;7000;;LEMD-20150116-20150117.pdf
1826125;20150116;9093000;LEMD;0;FEW;7000;;LEMD-20150116-20150117.pdf
1826126;20150116;9100000;LEMD;0;FEW;7000;;LEMD-20150116-20150117.pdf
1826127;20150116;9103000;LEMD;0;FEW;7000;;LEMD-20150116-20150117.pdf
1826128;20150116;9110000;LEMD;0;FEW;6000;;LEMD-20150116-20150117.pdf
1826129;20150116;9113000;LEMD;0;FEW;6000;;LEMD-20150116-20150117.pdf
1826130;20150116;9120000;LEMD;0;FEW;6000;;LEMD-20150116-20150117.pdf
1826131;20150116;9123000;LEMD;0;FEW;6000;;LEMD-20150116-20150117.pdf
1826132;20150116;9130000;LEMD;0;FEW;6000;;LEMD-20150116-20150117.pdf
1826133;20150116;9133000;LEMD;0;SCT;5000;;LEMD-20150116-20150117.pdf
1826134;20150116;9140000;LEMD;0;SCT;5000;;LEMD-20150116-20150117.pdf
1826135;20150116;9143000;LEMD;0;SCT;5000;;LEMD-20150116-20150117.pdf
1826136;20150116;9150000;LEMD;0;SCT;5500;;LEMD-20150116-20150117.pdf
1826137;20150116;9153000;LEMD;0;SCT;5500;;LEMD-20150116-20150117.pdf
1826138;20150116;9160000;LEMD;0;FEW;5000;;LEMD-20150116-20150117.pdf
1826139;20150116;9160000;LEMD;0;SCT;7000;;LEMD-20150116-20150117.pdf
1826140;20150116;9163000;LEMD;0;FEW;5000;;LEMD-20150116-20150117.pdf
1826141;20150116;9163000;LEMD;0;SCT;7000;;LEMD-20150116-20150117.pdf
1826142;20150116;9170000;LEMD;0;FEW;5000;;LEMD-20150116-20150117.pdf
1826143;20150116;9173000;LEMD;0;FEW;5000;;LEMD-20150116-20150117.pdf
1826144;20150116;9180000;LEMD;0;FEW;5000;;LEMD-20150116-20150117.pdf
1826145;20150116;9183000;LEMD;0;FEW;5000;;LEMD-20150116-20150117.pdf
1826146;20150116;9213000;LEMD;0;FEW;5500;;LEMD-20150116-20150117.pdf
1826147;20150116;9220000;LEMD;0;FEW;5000;;LEMD-20150116-20150117.pdf
1826148;20150116;9220000;LEMD;0;SCT;7000;;LEMD-20150116-20150117.pdf
1826149;20150116;9223000;LEMD;0;FEW;7000;;LEMD-20150116-20150117.pdf
1826150;20150116;9230000;LEMD;0;BKN;6500;;LEMD-20150116-20150117.pdf
1826151;20150116;9233000;LEMD;0;FEW;5000;;LEMD-20150116-20150117.pdf
1828212;20150117;9000000;LEMD;0;FEW;5000;;LEMD-20150117-20150118.pdf
1828213;20150117;9000000;LEMD;0;SCT;7000;;LEMD-20150117-20150118.pdf
1828214;20150117;9003000;LEMD;0;FEW;3800;;LEMD-20150117-20150118.pdf
1828215;20150117;9003000;LEMD;0;SCT;5500;;LEMD-20150117-20150118.pdf
1828216;20150117;9010000;LEMD;0;FEW;5000;;LEMD-20150117-20150118.pdf
1828217;20150117;9013000;LEMD;0;FEW;7000;;LEMD-20150117-20150118.pdf
1830346;20150118;9030000;LEMD;0;SCT;7800;;LEMD-20150118-20150119.pdf
1830347;20150118;9033000;LEMD;0;FEW;4000;;LEMD-20150118-20150119.pdf
1830348;20150118;9033000;LEMD;0;SCT;7500;;LEMD-20150118-20150119.pdf
1830349;20150118;9040000;LEMD;0;SCT;4000;;LEMD-20150118-20150119.pdf
1830350;20150118;9040000;LEMD;0;BKN;7000;;LEMD-20150118-20150119.pdf
1830351;20150118;9043000;LEMD;0;FEW;3000;;LEMD-20150118-20150119.pdf
1830352;20150118;9043000;LEMD;0;SCT;4000;;LEMD-20150118-20150119.pdf
1830353;20150118;9043000;LEMD;0;BKN;7000;;LEMD-20150118-20150119.pdf
1830354;20150118;9050000;LEMD;0;FEW;3000;;LEMD-20150118-20150119.pdf
1830355;20150118;9050000;LEMD;0;SCT;4000;;LEMD-20150118-20150119.pdf
1830356;20150118;9050000;LEMD;0;BKN;6000;;LEMD-20150118-20150119.pdf
1830357;20150118;9053000;LEMD;0;FEW;2400;;LEMD-20150118-20150119.pdf
1830358;20150118;9053000;LEMD;0;SCT;5000;;LEMD-20150118-20150119.pdf
1830359;20150118;9053000;LEMD;0;BKN;6000;;LEMD-20150118-20150119.pdf
1830360;20150118;9060000;LEMD;0;FEW;2400;;LEMD-20150118-20150119.pdf
1830361;20150118;9060000;LEMD;0;SCT;5000;;LEMD-20150118-20150119.pdf
1830362;20150118;9060000;LEMD;0;BKN;7500;;LEMD-20150118-20150119.pdf
1830363;20150118;9063000;LEMD;0;FEW;2100;;LEMD-20150118-20150119.pdf
1830364;20150118;9063000;LEMD;0;SCT;5000;;LEMD-20150118-20150119.pdf
1830365;20150118;9063000;LEMD;0;BKN;7500;;LEMD-20150118-20150119.pdf
1830366;20150118;9070000;LEMD;0;FEW;3000;;LEMD-20150118-20150119.pdf
1830367;20150118;9070000;LEMD;0;SCT;4000;;LEMD-20150118-20150119.pdf
1830368;20150118;9070000;LEMD;0;BKN;7500;;LEMD-20150118-20150119.pdf
1830369;20150118;9073000;LEMD;0;SCT;1500;;LEMD-20150118-20150119.pdf
1830370;20150118;9073000;LEMD;0;BKN;5000;;LEMD-20150118-20150119.pdf
1830371;20150118;9080000;LEMD;0;BKN;1500;;LEMD-20150118-20150119.pdf
1830372;20150118;9080000;LEMD;0;BKN;5000;;LEMD-20150118-20150119.pdf
1830373;20150118;9083000;LEMD;0;BKN;1500;;LEMD-20150118-20150119.pdf
1830374;20150118;9083000;LEMD;0;BKN;5000;;LEMD-20150118-20150119.pdf
1830375;20150118;9083000;LEMD;0;BKN;1500;;LEMD-20150118-20150119.pdf
1830376;20150118;9090000;LEMD;0;OVC;1500;;LEMD-20150118-20150119.pdf
1830377;20150118;9093000;LEMD;0;OVC;1400;;LEMD-20150118-20150119.pdf
1830378;20150118;9100000;LEMD;0;BKN;1200;;LEMD-20150118-20150119.pdf
1830379;20150118;9103000;LEMD;0;BKN;1200;;LEMD-20150118-20150119.pdf
1830380;20150118;9103000;LEMD;0;BKN;2200;;LEMD-20150118-20150119.pdf
1830381;20150118;9110000;LEMD;0;SCT;1300;;LEMD-20150118-20150119.pdf
1830382;20150118;9110000;LEMD;0;BKN;2200;;LEMD-20150118-20150119.pdf
1830383;20150118;9113000;LEMD;0;FEW;1300;;LEMD-20150118-20150119.pdf
1830384;20150118;9113000;LEMD;0;BKN;2500;;LEMD-20150118-20150119.pdf
1830385;20150118;9120000;LEMD;0;SCT;1700;;LEMD-20150118-20150119.pdf
1830386;20150118;9120000;LEMD;0;OVC;2500;;LEMD-20150118-20150119.pdf
1830387;20150118;9123000;LEMD;0;BKN;1600;;LEMD-20150118-20150119.pdf
1830388;20150118;9130000;LEMD;0;OVC;1600;;LEMD-20150118-20150119.pdf
1830389;20150118;9133000;LEMD;0;BKN;1600;;LEMD-20150118-20150119.pdf
1830390;20150118;9140000;LEMD;0;BKN;1400;;LEMD-20150118-20150119.pdf
1830391;20150118;9143000;LEMD;0;OVC;1200;;LEMD-20150118-20150119.pdf
1830392;20150118;9150000;LEMD;0;FEW;900;;LEMD-20150118-20150119.pdf
1830393;20150118;9150000;LEMD;0;OVC;1300;;LEMD-20150118-20150119.pdf
1830394;20150118;9153000;LEMD;0;OVC;1000;;LEMD-20150118-20150119.pdf
1830395;20150118;9160000;LEMD;0;FEW;600;;LEMD-20150118-20150119.pdf
1830396;20150118;9160000;LEMD;0;OVC;1000;;LEMD-20150118-20150119.pdf
1830397;20150118;9163000;LEMD;0;FEW;500;;LEMD-20150118-20150119.pdf
1830398;20150118;9163000;LEMD;0;OVC;800;;LEMD-20150118-20150119.pdf
1830399;20150118;9170000;LEMD;0;SCT;700;;LEMD-20150118-20150119.pdf
1830400;20150118;9170000;LEMD;0;OVC;1000;;LEMD-20150118-20150119.pdf
1830401;20150118;9173000;LEMD;0;FEW;100;;LEMD-20150118-20150119.pdf
1830402;20150118;9173000;LEMD;0;SCT;300;;LEMD-20150118-20150119.pdf
1830403;20150118;9173000;LEMD;0;OVC;800;;LEMD-20150118-20150119.pdf
1830404;20150118;9180000;LEMD;0;SCT;100;;LEMD-20150118-20150119.pdf
1830405;20150118;9180000;LEMD;0;OVC;700;;LEMD-20150118-20150119.pdf
1830406;20150118;9183000;LEMD;0;SCT;300;;LEMD-20150118-20150119.pdf
1830407;20150118;9183000;LEMD;0;OVC;800;;LEMD-20150118-20150119.pdf
1830408;20150118;9190000;LEMD;0;SCT;200;;LEMD-20150118-20150119.pdf
1830409;20150118;9190000;LEMD;0;OVC;700;;LEMD-20150118-20150119.pdf
1830410;20150118;9193000;LEMD;0;SCT;200;;LEMD-20150118-20150119.pdf
1830411;20150118;9193000;LEMD;0;OVC;700;;LEMD-20150118-20150119.pdf
1830412;20150118;9200000;LEMD;0;SCT;100;;LEMD-20150118-20150119.pdf
1830413;20150118;9200000;LEMD;0;OVC;1000;;LEMD-20150118-20150119.pdf
1830414;20150118;9203000;LEMD;0;SCT;400;;LEMD-20150118-20150119.pdf
1830415;20150118;9203000;LEMD;0;OVC;1000;;LEMD-20150118-20150119.pdf
1830416;20150118;9210000;LEMD;0;SCT;400;;LEMD-20150118-20150119.pdf
1830417;20150118;9210000;LEMD;0;OVC;800;;LEMD-20150118-20150119.pdf
1830418;20150118;9213000;LEMD;0;SCT;400;;LEMD-20150118-20150119.pdf
1830419;20150118;9213000;LEMD;0;OVC;800;;LEMD-20150118-20150119.pdf
1830420;20150118;9220000;LEMD;0;SCT;200;;LEMD-20150118-20150119.pdf
1830421;20150118;9220000;LEMD;0;OVC;800;;LEMD-20150118-20150119.pdf
1830422;20150118;9223000;LEMD;0;SCT;200;;LEMD-20150118-20150119.pdf
1830423;20150118;9223000;LEMD;0;OVC;800;;LEMD-20150118-20150119.pdf
1830424;20150118;9224800;LEMD;1;SCT;100;;LEMD-20150118-20150119.pdf
1830425;20150118;9224800;LEMD;1;OVC;600;;LEMD-20150118-20150119.pdf
1830426;20150118;9230000;LEMD;0;SCT;200;;LEMD-20150118-20150119.pdf
1830427;20150118;9230000;LEMD;0;OVC;800;;LEMD-20150118-20150119.pdf
1830428;20150118;9233000;LEMD;0;SCT;800;;LEMD-20150118-20150119.pdf
1830429;20150118;9233000;LEMD;0;OVC;1200;;LEMD-20150118-20150119.pdf
1833114;20150119;9000000;LEMD;0;SCT;800;;LEMD-20150119-20150120.pdf
1833115;20150119;9000000;LEMD;0;OVC;1200;;LEMD-20150119-20150120.pdf
1833116;20150119;9003000;LEMD;0;SCT;1200;;LEMD-20150119-20150120.pdf
1833117;20150119;9003000;LEMD;0;BKN;4000;;LEMD-20150119-20150120.pdf
1833118;20150119;9010000;LEMD;0;SCT;1200;;LEMD-20150119-20150120.pdf
1833119;20150119;9010000;LEMD;0;BKN;4000;;LEMD-20150119-20150120.pdf
1833120;20150119;9013000;LEMD;0;SCT;1800;;LEMD-20150119-20150120.pdf
1833121;20150119;9013000;LEMD;0;BKN;4000;;LEMD-20150119-20150120.pdf
