metarCloudInformationKey;initialValidDateKey;initialValidTimeKey;aerodromeCode;isSpeci;cloudQuantity;cloudHeight;cloudType;referenceLoadFile
2057217;20150605;9170000;LEMD;0;FEW;7500;;LEMD-20150605-20150606.pdf
2057218;20150605;9173000;LEMD;0;FEW;7500;;LEMD-20150605-20150606.pdf
2058366;20150606;9130000;LEMD;0;FEW;6000;;LEMD-20150606-20150607.pdf
2058367;20150606;9133000;LEMD;0;FEW;6000;;LEMD-20150606-20150607.pdf
2058368;20150606;9140000;LEMD;0;FEW;6000;;LEMD-20150606-20150607.pdf
2058369;20150606;9143000;LEMD;0;SCT;5500;;LEMD-20150606-20150607.pdf
2058370;20150606;9150000;LEMD;0;SCT;5500;;LEMD-20150606-20150607.pdf
2058371;20150606;9153000;LEMD;0;SCT;5500;;LEMD-20150606-20150607.pdf
2058372;20150606;9160000;LEMD;0;SCT;5500;;LEMD-20150606-20150607.pdf
2058373;20150606;9163000;LEMD;0;SCT;5500;;LEMD-20150606-20150607.pdf
2058374;20150606;9170000;LEMD;0;SCT;7000;;LEMD-20150606-20150607.pdf
2058375;20150606;9173000;LEMD;0;SCT;7000;;LEMD-20150606-20150607.pdf
2058376;20150606;9180000;LEMD;0;SCT;7000;;LEMD-20150606-20150607.pdf
2058377;20150606;9183000;LEMD;0;SCT;7000;;LEMD-20150606-20150607.pdf
2059583;20150607;9150000;LEMD;0;FEW;7500;;LEMD-20150607-20150608.pdf
2059584;20150607;9153000;LEMD;0;FEW;7500;;LEMD-20150607-20150608.pdf
2059585;20150607;9160000;LEMD;0;FEW;7500;;LEMD-20150607-20150608.pdf
2059586;20150607;9163000;LEMD;0;FEW;7500;;LEMD-20150607-20150608.pdf
2059587;20150607;9170000;LEMD;0;FEW;7500;;LEMD-20150607-20150608.pdf
2059588;20150607;9173000;LEMD;0;FEW;7500;;LEMD-20150607-20150608.pdf
2059589;20150607;9180000;LEMD;0;FEW;7500;;LEMD-20150607-20150608.pdf
2059590;20150607;9183000;LEMD;0;FEW;7500;;LEMD-20150607-20150608.pdf
2059591;20150607;9190000;LEMD;0;FEW;7500;;LEMD-20150607-20150608.pdf
2059592;20150607;9193000;LEMD;0;FEW;7500;;LEMD-20150607-20150608.pdf
2059593;20150607;9200000;LEMD;0;FEW;7500;;LEMD-20150607-20150608.pdf
2059594;20150607;9203000;LEMD;0;FEW;7500;;LEMD-20150607-20150608.pdf
2060652;20150608;9140000;LEMD;0;FEW;8000;;LEMD-20150608-20150609.pdf
2061953;20150609;9123000;LEMD;0;FEW;6000;;LEMD-20150609-20150610.pdf
2061954;20150609;9130000;LEMD;0;FEW;6000;;LEMD-20150609-20150610.pdf
2061955;20150609;9133000;LEMD;0;FEW;6000;;LEMD-20150609-20150610.pdf
2061956;20150609;9140000;LEMD;0;FEW;6000;;LEMD-20150609-20150610.pdf
2061957;20150609;9142100;LEMD;1;FEW;6000;TCU;LEMD-20150609-20150610.pdf
2061958;20150609;9143000;LEMD;0;FEW;6000;TCU;LEMD-20150609-20150610.pdf
2061959;20150609;9150000;LEMD;0;FEW;5000;CB;LEMD-20150609-20150610.pdf
2061960;20150609;9150000;LEMD;0;SCT;8000;;LEMD-20150609-20150610.pdf
2061961;20150609;9153000;LEMD;0;FEW;4000;CB;LEMD-20150609-20150610.pdf
2061962;20150609;9153000;LEMD;0;SCT;8000;;LEMD-20150609-20150610.pdf
2061963;20150609;9160000;LEMD;0;FEW;6000;CB;LEMD-20150609-20150610.pdf
2061964;20150609;9163000;LEMD;0;FEW;6000;CB;LEMD-20150609-20150610.pdf
2061965;20150609;9170000;LEMD;0;FEW;6000;CB;LEMD-20150609-20150610.pdf
2061966;20150609;9173000;LEMD;0;FEW;6000;CB;LEMD-20150609-20150610.pdf
2061967;20150609;9180000;LEMD;0;FEW;6000;TCU;LEMD-20150609-20150610.pdf
2061968;20150609;9183000;LEMD;0;FEW;6000;TCU;LEMD-20150609-20150610.pdf
2061969;20150609;9190000;LEMD;0;FEW;6000;TCU;LEMD-20150609-20150610.pdf
2061970;20150609;9193000;LEMD;0;FEW;6000;TCU;LEMD-20150609-20150610.pdf
2061971;20150609;9200000;LEMD;0;FEW;6000;TCU;LEMD-20150609-20150610.pdf
2061972;20150609;9203000;LEMD;0;FEW;5000;;LEMD-20150609-20150610.pdf
2061973;20150609;9203000;LEMD;0;SCT;7000;TCU;LEMD-20150609-20150610.pdf
2061974;20150609;9210000;LEMD;0;FEW;2500;;LEMD-20150609-20150610.pdf
2061975;20150609;9210000;LEMD;0;SCT;7000;TCU;LEMD-20150609-20150610.pdf
2061976;20150609;9213000;LEMD;0;FEW;3000;;LEMD-20150609-20150610.pdf
2061977;20150609;9213000;LEMD;0;SCT;7000;TCU;LEMD-20150609-20150610.pdf
2061978;20150609;9220000;LEMD;0;FEW;8000;;LEMD-20150609-20150610.pdf
2061979;20150609;9223000;LEMD;0;FEW;4500;;LEMD-20150609-20150610.pdf
2061980;20150609;9223000;LEMD;0;SCT;7500;TCU;LEMD-20150609-20150610.pdf
2061981;20150609;9230000;LEMD;0;FEW;3700;;LEMD-20150609-20150610.pdf
2061982;20150609;9233000;LEMD;0;FEW;3000;;LEMD-20150609-20150610.pdf
2063601;20150610;9000000;LEMD;0;FEW;8000;;LEMD-20150610-20150611.pdf
2063602;20150610;9003000;LEMD;0;BKN;8000;TCU;LEMD-20150610-20150611.pdf
2063603;20150610;9010000;LEMD;0;FEW;4500;;LEMD-20150610-20150611.pdf
2063604;20150610;9010000;LEMD;0;BKN;7000;;LEMD-20150610-20150611.pdf
2063605;20150610;9013000;LEMD;0;FEW;4500;;LEMD-20150610-20150611.pdf
2063606;20150610;9013000;LEMD;0;BKN;8000;;LEMD-20150610-20150611.pdf
2063607;20150610;9020000;LEMD;0;SCT;8000;;LEMD-20150610-20150611.pdf
2063608;20150610;9063000;LEMD;0;FEW;6000;TCU;LEMD-20150610-20150611.pdf
2063609;20150610;9070000;LEMD;0;FEW;6000;TCU;LEMD-20150610-20150611.pdf
2063610;20150610;9073000;LEMD;0;FEW;6000;TCU;LEMD-20150610-20150611.pdf
2063611;20150610;9080000;LEMD;0;SCT;7500;TCU;LEMD-20150610-20150611.pdf
2063612;20150610;9083000;LEMD;0;FEW;4000;;LEMD-20150610-20150611.pdf
2063613;20150610;9083000;LEMD;0;SCT;7500;TCU;LEMD-20150610-20150611.pdf
2063614;20150610;9090000;LEMD;0;FEW;3700;;LEMD-20150610-20150611.pdf
2063615;20150610;9090000;LEMD;0;SCT;7000;TCU;LEMD-20150610-20150611.pdf
2063616;20150610;9093000;LEMD;0;FEW;7000;TCU;LEMD-20150610-20150611.pdf
2063617;20150610;9113000;LEMD;0;FEW;6000;TCU;LEMD-20150610-20150611.pdf
2063618;20150610;9120000;LEMD;0;FEW;6000;TCU;LEMD-20150610-20150611.pdf
2063619;20150610;9123000;LEMD;0;FEW;4000;CB;LEMD-20150610-20150611.pdf
2063620;20150610;9123000;LEMD;0;SCT;7000;;LEMD-20150610-20150611.pdf
2063621;20150610;9130000;LEMD;0;FEW;5500;CB;LEMD-20150610-20150611.pdf
2063622;20150610;9130000;LEMD;0;SCT;6500;;LEMD-20150610-20150611.pdf
2063623;20150610;9133000;LEMD;0;FEW;5500;CB;LEMD-20150610-20150611.pdf
2063624;20150610;9133000;LEMD;0;SCT;6500;;LEMD-20150610-20150611.pdf
2063625;20150610;9140000;LEMD;0;FEW;4500;CB;LEMD-20150610-20150611.pdf
2063626;20150610;9140000;LEMD;0;BKN;6000;;LEMD-20150610-20150611.pdf
2063627;20150610;9143000;LEMD;0;FEW;3000;;LEMD-20150610-20150611.pdf
2063628;20150610;9143000;LEMD;0;BKN;6000;CB;LEMD-20150610-20150611.pdf
2063629;20150610;9150000;LEMD;0;SCT;6000;TCU;LEMD-20150610-20150611.pdf
2063630;20150610;9153000;LEMD;0;SCT;6000;CB;LEMD-20150610-20150611.pdf
2063631;20150610;9160000;LEMD;0;SCT;6000;CB;LEMD-20150610-20150611.pdf
2063632;20150610;9163000;LEMD;0;SCT;7500;CB;LEMD-20150610-20150611.pdf
2063633;20150610;9170000;LEMD;0;FEW;3300;;LEMD-20150610-20150611.pdf
2063634;20150610;9170000;LEMD;0;SCT;7000;CB;LEMD-20150610-20150611.pdf
2063635;20150610;9173000;LEMD;0;SCT;7000;CB;LEMD-20150610-20150611.pdf
2063636;20150610;9180000;LEMD;0;SCT;8000;TCU;LEMD-20150610-20150611.pdf
2063637;20150610;9183000;LEMD;0;FEW;8000;TCU;LEMD-20150610-20150611.pdf
2063638;20150610;9190000;LEMD;0;FEW;8000;CB;LEMD-20150610-20150611.pdf
2063639;20150610;9193000;LEMD;0;BKN;8000;TCU;LEMD-20150610-20150611.pdf
2063640;20150610;9200000;LEMD;0;SCT;7500;TCU;LEMD-20150610-20150611.pdf
2063641;20150610;9203000;LEMD;0;BKN;7500;;LEMD-20150610-20150611.pdf
2063642;20150610;9204600;LEMD;1;BKN;7500;CB;LEMD-20150610-20150611.pdf
2063643;20150610;9210000;LEMD;0;BKN;7500;CB;LEMD-20150610-20150611.pdf
2063644;20150610;9213000;LEMD;0;SCT;7500;CB;LEMD-20150610-20150611.pdf
2063645;20150610;9220000;LEMD;0;SCT;7500;CB;LEMD-20150610-20150611.pdf
2063646;20150610;9223000;LEMD;0;SCT;7000;;LEMD-20150610-20150611.pdf
2063647;20150610;9223000;LEMD;0;SCT;7500;CB;LEMD-20150610-20150611.pdf
2063648;20150610;9230000;LEMD;0;SCT;7000;;LEMD-20150610-20150611.pdf
2063649;20150610;9230000;LEMD;0;FEW;7500;CB;LEMD-20150610-20150611.pdf
2063650;20150610;9233000;LEMD;0;SCT;7000;;LEMD-20150610-20150611.pdf
2063651;20150610;9233000;LEMD;0;FEW;7500;CB;LEMD-20150610-20150611.pdf
2065991;20150611;9000000;LEMD;0;SCT;7000;;LEMD-20150611-20150612.pdf
2065992;20150611;9000000;LEMD;0;FEW;7500;CB;LEMD-20150611-20150612.pdf
2065993;20150611;9002000;LEMD;1;SCT;7000;CB;LEMD-20150611-20150612.pdf
2065994;20150611;9003000;LEMD;0;BKN;7000;CB;LEMD-20150611-20150612.pdf
2065995;20150611;9004400;LEMD;1;BKN;7000;CB;LEMD-20150611-20150612.pdf
2065996;20150611;9010000;LEMD;0;BKN;3500;CB;LEMD-20150611-20150612.pdf
2065997;20150611;9013000;LEMD;0;SCT;3500;CB;LEMD-20150611-20150612.pdf
2065998;20150611;9020000;LEMD;0;FEW;4500;CB;LEMD-20150611-20150612.pdf
2065999;20150611;9023000;LEMD;0;FEW;5000;;LEMD-20150611-20150612.pdf
2066000;20150611;9030000;LEMD;0;FEW;4000;;LEMD-20150611-20150612.pdf
2066001;20150611;9030000;LEMD;0;SCT;5000;;LEMD-20150611-20150612.pdf
2066002;20150611;9033000;LEMD;0;SCT;4500;;LEMD-20150611-20150612.pdf
2066003;20150611;9033000;LEMD;0;BKN;5500;;LEMD-20150611-20150612.pdf
2066004;20150611;9040000;LEMD;0;SCT;4500;;LEMD-20150611-20150612.pdf
2066005;20150611;9040000;LEMD;0;SCT;5500;;LEMD-20150611-20150612.pdf
2066006;20150611;9043000;LEMD;0;SCT;4500;;LEMD-20150611-20150612.pdf
2066007;20150611;9043000;LEMD;0;SCT;6500;;LEMD-20150611-20150612.pdf
2066008;20150611;9050000;LEMD;0;SCT;4500;CB;LEMD-20150611-20150612.pdf
2066009;20150611;9050000;LEMD;0;SCT;6500;;LEMD-20150611-20150612.pdf
2066010;20150611;9053000;LEMD;0;FEW;2500;;LEMD-20150611-20150612.pdf
2066011;20150611;9053000;LEMD;0;SCT;4500;CB;LEMD-20150611-20150612.pdf
2066012;20150611;9060000;LEMD;0;FEW;2500;;LEMD-20150611-20150612.pdf
2066013;20150611;9060000;LEMD;0;SCT;4500;CB;LEMD-20150611-20150612.pdf
2066014;20150611;9062200;LEMD;1;SCT;3500;;LEMD-20150611-20150612.pdf
2066015;20150611;9062200;LEMD;1;SCT;4500;CB;LEMD-20150611-20150612.pdf
2066016;20150611;9063000;LEMD;0;SCT;3500;;LEMD-20150611-20150612.pdf
2066017;20150611;9063000;LEMD;0;SCT;4500;CB;LEMD-20150611-20150612.pdf
2066018;20150611;9064400;LEMD;1;SCT;3000;;LEMD-20150611-20150612.pdf
2066019;20150611;9064400;LEMD;1;SCT;4500;CB;LEMD-20150611-20150612.pdf
2066020;20150611;9070000;LEMD;0;FEW;2000;;LEMD-20150611-20150612.pdf
2066021;20150611;9070000;LEMD;0;SCT;4000;CB;LEMD-20150611-20150612.pdf
2066022;20150611;9073000;LEMD;0;FEW;2000;;LEMD-20150611-20150612.pdf
2066023;20150611;9073000;LEMD;0;SCT;4000;CB;LEMD-20150611-20150612.pdf
2066024;20150611;9080000;LEMD;0;SCT;2000;;LEMD-20150611-20150612.pdf
2066025;20150611;9080000;LEMD;0;SCT;4000;CB;LEMD-20150611-20150612.pdf
2066026;20150611;9083000;LEMD;0;SCT;2000;;LEMD-20150611-20150612.pdf
2066027;20150611;9083000;LEMD;0;SCT;4000;CB;LEMD-20150611-20150612.pdf
2066028;20150611;9090000;LEMD;0;SCT;2000;;LEMD-20150611-20150612.pdf
2066029;20150611;9090000;LEMD;0;SCT;3500;CB;LEMD-20150611-20150612.pdf
2066030;20150611;9091600;LEMD;1;FEW;1500;;LEMD-20150611-20150612.pdf
2066031;20150611;9091600;LEMD;1;BKN;3500;CB;LEMD-20150611-20150612.pdf
2066032;20150611;9092300;LEMD;1;FEW;1500;;LEMD-20150611-20150612.pdf
2066033;20150611;9092300;LEMD;1;BKN;3500;CB;LEMD-20150611-20150612.pdf
2066034;20150611;9093000;LEMD;0;SCT;800;;LEMD-20150611-20150612.pdf
2066035;20150611;9093000;LEMD;0;BKN;1600;CB;LEMD-20150611-20150612.pdf
2066036;20150611;9094900;LEMD;1;FEW;800;;LEMD-20150611-20150612.pdf
2066037;20150611;9094900;LEMD;1;BKN;2200;CB;LEMD-20150611-20150612.pdf
2066038;20150611;9100000;LEMD;0;FEW;800;;LEMD-20150611-20150612.pdf
2066039;20150611;9100000;LEMD;0;SCT;2400;CB;LEMD-20150611-20150612.pdf
2066040;20150611;9100000;LEMD;0;BKN;7000;;LEMD-20150611-20150612.pdf
2066041;20150611;9100900;LEMD;1;SCT;2400;CB;LEMD-20150611-20150612.pdf
2066042;20150611;9100900;LEMD;1;BKN;7000;;LEMD-20150611-20150612.pdf
2066043;20150611;9103000;LEMD;0;SCT;2400;CB;LEMD-20150611-20150612.pdf
2066044;20150611;9103000;LEMD;0;BKN;7000;;LEMD-20150611-20150612.pdf
2066045;20150611;9110000;LEMD;0;SCT;4500;CB;LEMD-20150611-20150612.pdf
2066046;20150611;9110000;LEMD;0;BKN;7000;;LEMD-20150611-20150612.pdf
2066047;20150611;9113000;LEMD;0;SCT;4500;CB;LEMD-20150611-20150612.pdf
2066048;20150611;9113000;LEMD;0;SCT;7000;;LEMD-20150611-20150612.pdf
2066049;20150611;9120000;LEMD;0;FEW;4500;CB;LEMD-20150611-20150612.pdf
2066050;20150611;9123000;LEMD;0;FEW;4500;CB;LEMD-20150611-20150612.pdf
2066051;20150611;9130000;LEMD;0;FEW;4500;;LEMD-20150611-20150612.pdf
2066052;20150611;9133000;LEMD;0;FEW;3000;;LEMD-20150611-20150612.pdf
2066053;20150611;9140000;LEMD;0;SCT;3000;;LEMD-20150611-20150612.pdf
2066054;20150611;9143000;LEMD;0;SCT;3500;;LEMD-20150611-20150612.pdf
2066055;20150611;9150000;LEMD;0;SCT;3500;;LEMD-20150611-20150612.pdf
2066056;20150611;9153000;LEMD;0;FEW;4000;;LEMD-20150611-20150612.pdf
2066057;20150611;9160000;LEMD;0;FEW;4000;;LEMD-20150611-20150612.pdf
2066058;20150611;9163000;LEMD;0;FEW;4500;;LEMD-20150611-20150612.pdf
2066059;20150611;9170000;LEMD;0;FEW;4500;;LEMD-20150611-20150612.pdf
2066060;20150611;9173000;LEMD;0;FEW;4500;;LEMD-20150611-20150612.pdf
2066061;20150611;9180000;LEMD;0;FEW;4000;;LEMD-20150611-20150612.pdf
2066062;20150611;9180000;LEMD;0;FEW;4500;CB;LEMD-20150611-20150612.pdf
2066063;20150611;9183000;LEMD;0;FEW;4000;;LEMD-20150611-20150612.pdf
2066064;20150611;9183000;LEMD;0;SCT;4500;CB;LEMD-20150611-20150612.pdf
2066065;20150611;9190000;LEMD;0;FEW;4500;;LEMD-20150611-20150612.pdf
2066066;20150611;9190000;LEMD;0;SCT;5000;CB;LEMD-20150611-20150612.pdf
2066067;20150611;9193000;LEMD;0;SCT;5000;CB;LEMD-20150611-20150612.pdf
2066068;20150611;9193000;LEMD;0;SCT;7000;;LEMD-20150611-20150612.pdf
2066069;20150611;9200000;LEMD;0;FEW;5000;CB;LEMD-20150611-20150612.pdf
2066070;20150611;9200000;LEMD;0;SCT;7000;;LEMD-20150611-20150612.pdf
2066071;20150611;9203000;LEMD;0;FEW;7000;CB;LEMD-20150611-20150612.pdf
2066072;20150611;9203000;LEMD;0;SCT;8000;;LEMD-20150611-20150612.pdf
2066073;20150611;9210000;LEMD;0;FEW;7000;TCU;LEMD-20150611-20150612.pdf
2066074;20150611;9213000;LEMD;0;FEW;7000;TCU;LEMD-20150611-20150612.pdf
2066075;20150611;9220000;LEMD;0;FEW;7000;;LEMD-20150611-20150612.pdf
2066076;20150611;9223000;LEMD;0;FEW;7000;;LEMD-20150611-20150612.pdf
2066077;20150611;9230000;LEMD;0;FEW;7000;;LEMD-20150611-20150612.pdf
2066078;20150611;9233000;LEMD;0;FEW;7000;;LEMD-20150611-20150612.pdf
2068543;20150612;9010000;LEMD;0;FEW;7500;;LEMD-20150612-20150613.pdf
2068544;20150612;9013000;LEMD;0;FEW;7000;;LEMD-20150612-20150613.pdf
2068545;20150612;9020000;LEMD;0;FEW;7000;;LEMD-20150612-20150613.pdf
2068546;20150612;9023000;LEMD;0;SCT;6000;;LEMD-20150612-20150613.pdf
2068547;20150612;9023000;LEMD;0;SCT;7500;;LEMD-20150612-20150613.pdf
2068548;20150612;9030000;LEMD;0;FEW;6500;;LEMD-20150612-20150613.pdf
2068549;20150612;9033000;LEMD;0;SCT;5500;;LEMD-20150612-20150613.pdf
2068550;20150612;9033000;LEMD;0;SCT;7000;;LEMD-20150612-20150613.pdf
2068551;20150612;9040000;LEMD;0;FEW;5000;;LEMD-20150612-20150613.pdf
2068552;20150612;9040000;LEMD;0;BKN;6500;;LEMD-20150612-20150613.pdf
2068553;20150612;9043000;LEMD;0;SCT;4000;;LEMD-20150612-20150613.pdf
2068554;20150612;9043000;LEMD;0;SCT;6500;;LEMD-20150612-20150613.pdf
2068555;20150612;9050000;LEMD;0;BKN;4000;;LEMD-20150612-20150613.pdf
2068556;20150612;9053000;LEMD;0;FEW;2000;;LEMD-20150612-20150613.pdf
2068557;20150612;9053000;LEMD;0;BKN;4000;;LEMD-20150612-20150613.pdf
2068558;20150612;9060000;LEMD;0;SCT;2000;;LEMD-20150612-20150613.pdf
2068559;20150612;9060000;LEMD;0;BKN;7500;;LEMD-20150612-20150613.pdf
2068560;20150612;9063000;LEMD;0;BKN;2000;;LEMD-20150612-20150613.pdf
2068561;20150612;9063000;LEMD;0;SCT;7500;;LEMD-20150612-20150613.pdf
2068562;20150612;9070000;LEMD;0;BKN;1800;;LEMD-20150612-20150613.pdf
2068563;20150612;9073000;LEMD;0;BKN;2300;;LEMD-20150612-20150613.pdf
2068564;20150612;9080000;LEMD;0;FEW;1600;;LEMD-20150612-20150613.pdf
2068565;20150612;9080000;LEMD;0;BKN;2700;;LEMD-20150612-20150613.pdf
2068566;20150612;9083000;LEMD;0;SCT;1800;;LEMD-20150612-20150613.pdf
2068567;20150612;9083000;LEMD;0;SCT;2500;;LEMD-20150612-20150613.pdf
2068568;20150612;9090000;LEMD;0;FEW;2400;;LEMD-20150612-20150613.pdf
2068569;20150612;9090000;LEMD;0;BKN;7000;;LEMD-20150612-20150613.pdf
2068570;20150612;9093000;LEMD;0;FEW;3500;;LEMD-20150612-20150613.pdf
2068571;20150612;9093000;LEMD;0;BKN;7000;;LEMD-20150612-20150613.pdf
2068572;20150612;9100000;LEMD;0;FEW;3500;TCU;LEMD-20150612-20150613.pdf
2068573;20150612;9100000;LEMD;0;BKN;7000;;LEMD-20150612-20150613.pdf
2068574;20150612;9103000;LEMD;0;FEW;2000;TCU;LEMD-20150612-20150613.pdf
2068575;20150612;9103000;LEMD;0;SCT;3500;;LEMD-20150612-20150613.pdf
2068576;20150612;9110000;LEMD;0;FEW;2000;TCU;LEMD-20150612-20150613.pdf
2068577;20150612;9110000;LEMD;0;BKN;4000;;LEMD-20150612-20150613.pdf
2068578;20150612;9113000;LEMD;0;SCT;4000;TCU;LEMD-20150612-20150613.pdf
2068579;20150612;9113000;LEMD;0;BKN;6000;;LEMD-20150612-20150613.pdf
2068580;20150612;9120000;LEMD;0;SCT;4000;TCU;LEMD-20150612-20150613.pdf
2068581;20150612;9120000;LEMD;0;BKN;6000;;LEMD-20150612-20150613.pdf
2068582;20150612;9123000;LEMD;0;SCT;4000;TCU;LEMD-20150612-20150613.pdf
2068583;20150612;9123000;LEMD;0;BKN;5500;;LEMD-20150612-20150613.pdf
2068584;20150612;9130000;LEMD;0;FEW;4000;TCU;LEMD-20150612-20150613.pdf
2068585;20150612;9130000;LEMD;0;SCT;7000;;LEMD-20150612-20150613.pdf
2068524;20150612;9133000;LEMD;0;FEW;4000;TCU;LEMD-20150612-20150613.pdf
2068525;20150612;9133000;LEMD;0;SCT;7000;;LEMD-20150612-20150613.pdf
2068526;20150612;9140000;LEMD;0;FEW;5500;;LEMD-20150612-20150613.pdf
2068527;20150612;9140000;LEMD;0;SCT;7000;;LEMD-20150612-20150613.pdf
2068528;20150612;9143000;LEMD;0;FEW;5500;;LEMD-20150612-20150613.pdf
2068529;20150612;9143000;LEMD;0;SCT;7000;;LEMD-20150612-20150613.pdf
2068530;20150612;9150000;LEMD;0;SCT;5500;;LEMD-20150612-20150613.pdf
2068531;20150612;9151700;LEMD;1;SCT;6000;;LEMD-20150612-20150613.pdf
2068532;20150612;9153000;LEMD;0;SCT;6000;;LEMD-20150612-20150613.pdf
2068533;20150612;9160000;LEMD;0;SCT;6000;;LEMD-20150612-20150613.pdf
2068534;20150612;9163000;LEMD;0;SCT;6000;;LEMD-20150612-20150613.pdf
2068535;20150612;9170000;LEMD;0;FEW;7000;;LEMD-20150612-20150613.pdf
2068536;20150612;9173000;LEMD;0;FEW;6000;;LEMD-20150612-20150613.pdf
2068537;20150612;9180000;LEMD;0;FEW;6000;;LEMD-20150612-20150613.pdf
2068538;20150612;9183000;LEMD;0;FEW;6000;;LEMD-20150612-20150613.pdf
2068539;20150612;9190000;LEMD;0;FEW;6000;;LEMD-20150612-20150613.pdf
2068540;20150612;9193000;LEMD;0;FEW;6000;;LEMD-20150612-20150613.pdf
2068541;20150612;9200000;LEMD;0;FEW;6000;;LEMD-20150612-20150613.pdf
2068542;20150612;9203000;LEMD;0;FEW;6000;;LEMD-20150612-20150613.pdf
2070756;20150613;9003000;LEMD;0;SCT;6500;;LEMD-20150613-20150614.pdf
2070757;20150613;9010000;LEMD;0;SCT;6500;;LEMD-20150613-20150614.pdf
2070758;20150613;9010000;LEMD;0;SCT;8000;;LEMD-20150613-20150614.pdf
2070759;20150613;9013000;LEMD;0;SCT;6500;;LEMD-20150613-20150614.pdf
2070760;20150613;9013000;LEMD;0;SCT;8000;;LEMD-20150613-20150614.pdf
2070761;20150613;9020000;LEMD;0;SCT;6500;;LEMD-20150613-20150614.pdf
2070762;20150613;9020000;LEMD;0;BKN;7500;;LEMD-20150613-20150614.pdf
2070763;20150613;9023000;LEMD;0;SCT;6000;;LEMD-20150613-20150614.pdf
2070764;20150613;9023000;LEMD;0;BKN;7500;;LEMD-20150613-20150614.pdf
2070765;20150613;9030000;LEMD;0;SCT;6000;;LEMD-20150613-20150614.pdf
2070766;20150613;9030000;LEMD;0;BKN;7500;;LEMD-20150613-20150614.pdf
2070767;20150613;9033000;LEMD;0;SCT;5500;;LEMD-20150613-20150614.pdf
2070768;20150613;9033000;LEMD;0;BKN;6000;;LEMD-20150613-20150614.pdf
2070769;20150613;9040000;LEMD;0;SCT;5500;;LEMD-20150613-20150614.pdf
2070770;20150613;9040000;LEMD;0;BKN;6000;;LEMD-20150613-20150614.pdf
2070771;20150613;9043000;LEMD;0;BKN;6000;;LEMD-20150613-20150614.pdf
2070772;20150613;9050000;LEMD;0;BKN;6000;;LEMD-20150613-20150614.pdf
2070773;20150613;9053000;LEMD;0;SCT;6000;;LEMD-20150613-20150614.pdf
2070774;20150613;9053000;LEMD;0;BKN;7000;;LEMD-20150613-20150614.pdf
2070775;20150613;9060000;LEMD;0;BKN;6000;;LEMD-20150613-20150614.pdf
2070776;20150613;9063000;LEMD;0;SCT;6000;;LEMD-20150613-20150614.pdf
2070777;20150613;9063000;LEMD;0;BKN;7000;;LEMD-20150613-20150614.pdf
2070778;20150613;9070000;LEMD;0;SCT;5500;;LEMD-20150613-20150614.pdf
2070779;20150613;9070000;LEMD;0;BKN;7000;;LEMD-20150613-20150614.pdf
2070780;20150613;9073000;LEMD;0;FEW;5500;;LEMD-20150613-20150614.pdf
2070781;20150613;9073000;LEMD;0;SCT;7500;;LEMD-20150613-20150614.pdf
2070782;20150613;9080000;LEMD;0;SCT;5000;;LEMD-20150613-20150614.pdf
2070783;20150613;9080000;LEMD;0;SCT;6000;;LEMD-20150613-20150614.pdf
2070784;20150613;9083000;LEMD;0;FEW;5000;;LEMD-20150613-20150614.pdf
2070785;20150613;9083000;LEMD;0;SCT;6000;;LEMD-20150613-20150614.pdf
2070786;20150613;9090000;LEMD;0;FEW;5000;;LEMD-20150613-20150614.pdf
2070787;20150613;9090000;LEMD;0;SCT;7000;;LEMD-20150613-20150614.pdf
2070788;20150613;9093000;LEMD;0;FEW;5000;;LEMD-20150613-20150614.pdf
2070789;20150613;9100000;LEMD;0;SCT;5000;;LEMD-20150613-20150614.pdf
2070790;20150613;9103000;LEMD;0;BKN;5500;;LEMD-20150613-20150614.pdf
2070791;20150613;9110000;LEMD;0;BKN;5500;;LEMD-20150613-20150614.pdf
2070792;20150613;9113000;LEMD;0;BKN;6000;;LEMD-20150613-20150614.pdf
2070793;20150613;9120000;LEMD;0;SCT;5500;;LEMD-20150613-20150614.pdf
2070794;20150613;9120000;LEMD;0;SCT;8000;;LEMD-20150613-20150614.pdf
2070795;20150613;9123000;LEMD;0;SCT;6000;;LEMD-20150613-20150614.pdf
2070796;20150613;9123000;LEMD;0;SCT;8000;;LEMD-20150613-20150614.pdf
2070797;20150613;9130000;LEMD;0;SCT;6000;;LEMD-20150613-20150614.pdf
2070798;20150613;9130000;LEMD;0;SCT;8000;;LEMD-20150613-20150614.pdf
2070799;20150613;9133000;LEMD;0;SCT;6000;;LEMD-20150613-20150614.pdf
2070800;20150613;9133000;LEMD;0;SCT;7500;;LEMD-20150613-20150614.pdf
2070801;20150613;9140000;LEMD;0;SCT;6000;;LEMD-20150613-20150614.pdf
2070802;20150613;9140000;LEMD;0;SCT;7500;;LEMD-20150613-20150614.pdf
2070803;20150613;9143000;LEMD;0;SCT;6000;;LEMD-20150613-20150614.pdf
2070804;20150613;9143000;LEMD;0;SCT;7500;;LEMD-20150613-20150614.pdf
2070805;20150613;9150000;LEMD;0;SCT;6500;;LEMD-20150613-20150614.pdf
2070806;20150613;9150000;LEMD;0;SCT;7500;;LEMD-20150613-20150614.pdf
2070807;20150613;9153000;LEMD;0;SCT;7000;;LEMD-20150613-20150614.pdf
2070808;20150613;9160000;LEMD;0;SCT;7000;;LEMD-20150613-20150614.pdf
